candidate_id,city,fresh_graduate_status,skills,excel_skill,sql_skill,python_skill,power_bi_skill,looker_studio_skill,database_skill,tableau_skill,other_skills,candidate_goals,platform_source,province,for_job,upskills,networking,switch_career,total_skills,skill_level
143,Jambi,Ya,Excel,1,0,0,0,0,0,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jambi,1,1,1,0,1,Beginner
144,Jakarta Timur,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
145,Purwakarta,Ya,"Power BI, Apache Airflow",0,0,0,1,0,0,0,Apache Airflow,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,1,Beginner
146,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
147,Surabaya,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Timur,1,1,0,0,6,Advanced
148,Jakarta Utara,Tidak,"SQL, Python, Power BI, Looker Studio, Databases",0,1,1,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,5,Intermediate
149,Tangerang,Ya,"Power BI, Looker Studio, Databases, Tableau",0,0,0,1,1,1,1,,"Upskill, Networking",LinkedIn,Banten,0,1,1,0,4,Intermediate
150,Jakarta Timur,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
151,Jakarta,Tidak,"SQL, Python, Power BI, Databases, Tableau",0,1,1,1,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jakarta,0,1,1,1,5,Intermediate
152,Bogor,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,7,Advanced
153,mojokerto ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Timur,1,1,1,0,7,Advanced
154,Subang ,Ya,Excel,1,0,0,0,0,0,0,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,1,Beginner
155,Medan,Ya,"SQL, Python, Power BI, Tableau",0,1,1,1,0,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,4,Intermediate
156,Lampung,Ya,"Power BI, Tableau",0,0,0,1,0,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Lampung,1,1,1,0,2,Beginner
157,Jember,Ya,"Power BI, Looker Studio, Tableau",0,0,0,1,1,0,1,,"Cari Kerja, Networking, Switch Career",LinkedIn,Jawa Timur,1,0,1,1,3,Intermediate
158,Bogor,Tidak,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,5,Intermediate
159,Bandung ,Ya,SQL,0,1,0,0,0,0,0,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,1,Beginner
160,Bogor,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,6,Advanced
161,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,7,Advanced
162,Bogor,Tidak,"Python, Power BI",0,0,1,1,0,0,0,,"Cari Kerja, Networking",LinkedIn,Jawa Barat,1,0,1,0,2,Beginner
163,Yogyakarta ,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,DI Yogyakarta,0,1,1,0,7,Advanced
164,Bekasi,Tidak,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,"Upskill, Networking",Instagram,Jawa Barat,0,1,1,0,4,Intermediate
165,Bogor,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Switch Career",LinkedIn,Jawa Barat,1,1,0,1,4,Intermediate
166,Jakarta Barat,Tidak,"SQL, Power BI, Tableau",0,1,0,1,0,0,1,,"Upskill, Networking, Switch Career",Instagram,Jakarta,0,1,1,1,3,Intermediate
167,Surabaya,Ya,"SQL, Looker Studio, Databases, Tableau",0,1,0,0,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,4,Intermediate
168,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Instagram,Jawa Barat,1,1,1,0,7,Advanced
169,Banyumas,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,5,Intermediate
170,Semarang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
171,Jaksel,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jakarta,1,1,1,1,7,Advanced
172,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Networking,LinkedIn,Jakarta,0,0,1,0,7,Advanced
173,"Tulungagung, Jawa Timur",Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,Cari Kerja,LinkedIn,Jawa Tengah,1,0,0,0,5,Intermediate
174,Sumatera Utara ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Sumatera Utara,1,1,1,1,7,Advanced
175,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",Instagram,Jakarta,0,1,1,1,7,Advanced
176,kalimantan timur,Tidak,"SQL, Python, Power BI, Looker Studio, Databases",0,1,1,1,1,1,0,,Upskill,LinkedIn,Kalimantan Timur,0,1,0,0,5,Intermediate
177,Surakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Tengah,0,0,0,1,7,Advanced
178,Kota Depok,Ya,"Excel, Python, Power BI",1,0,1,1,0,0,0,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,3,Intermediate
179,Bandung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
180,Belitung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Upskill, Networking",LinkedIn,Bangka  Belitung,0,1,1,0,6,Advanced
181,Cirebon,Ya,"Power BI, Looker Studio, Tableau",0,0,0,1,1,0,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,3,Intermediate
182,Surabaya,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Timur,1,1,1,0,6,Advanced
183,Riau,Ya,"SQL, Power BI, Looker Studio",0,1,0,1,1,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Riau,1,1,1,1,3,Intermediate
184,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Cari Kerja,Instagram,Jawa Barat,1,0,0,0,7,Advanced
185,Bandung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Bahasa pemrograman R",1,1,1,1,1,1,1, Bahasa pemrograman R,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,7,Advanced
186,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
187,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, PostgreSQL",1,1,1,1,1,1,1, Postgre,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,7,Advanced
188,Balikpapan,Tidak,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Upskill, Networking, Switch Career",Instagram,Kalimantan Timur,0,1,1,1,4,Intermediate
189,Depok,Tidak,"Excel, Databases, Tableau",1,0,0,0,0,1,1,,"Upskill, Switch Career",LinkedIn,Jawa Barat,0,1,0,1,3,Intermediate
190,Sidoarjo,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,6,Advanced
191,Tangerang,Ya,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,Switch Career,LinkedIn,Banten,0,0,0,1,4,Intermediate
192,Yogyakarta,Ya,Excel,1,0,0,0,0,0,0,,"Cari Kerja, Upskill, Switch Career",Instagram,DI Yogyakarta,1,1,0,1,1,Beginner
193,Jakarta,Tidak,"Python, Power BI, Looker Studio, Databases, Tableau",0,0,1,1,1,1,1,,"Cari Kerja, Upskill, Switch Career",LinkedIn,Jakarta,1,1,0,1,5,Intermediate
194,Sumatera Utara ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, ",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sumatera Utara,1,1,1,1,7,Advanced
195,"Sidoarjo, Jawa Timur",Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Networking",LinkedIn,Jawa Timur,1,0,1,0,7,Advanced
196,Yogyakarta,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,Upskill,LinkedIn,DI Yogyakarta,0,1,0,0,5,Intermediate
197,Magelang ,Ya,"Excel, Databases",1,0,0,0,0,1,0,,"Upskill, Networking",Teman,Jawa Tengah,0,1,1,0,2,Beginner
198,Kendal,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
199,Bogor,Tidak,"Python, Power BI, Looker Studio",0,0,1,1,1,0,0,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,3,Intermediate
200,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,6,Advanced
201,Pekanbaru,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,Upskill,Instagram,Riau,0,1,0,0,6,Advanced
202,Jakarta,Tidak,"Excel, SQL, Python, Looker Studio",1,1,1,0,1,0,0,,"Cari Kerja, Networking, Switch Career",LinkedIn,Jakarta,1,0,1,1,4,Intermediate
203,Malang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, big data",1,1,1,1,1,1,1, big data,Cari Kerja,Instagram,Jawa Timur,1,0,0,0,7,Advanced
204,Mojokerto,Ya,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Timur,1,1,0,0,3,Intermediate
205,Kab. Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,7,Advanced
206,Denpasar,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Bali,1,1,1,1,7,Advanced
207,Tulungagung,Ya,"Power BI, Databases, Tableau",0,0,0,1,0,1,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Tengah,1,1,0,0,3,Intermediate
208,Kota Depok,Tidak,"Python, Databases, Tableau",0,0,1,0,0,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,3,Intermediate
209,Yogyakarta,Ya,"SQL, Python, Power BI, Looker Studio, Tableau",0,1,1,1,1,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,DI Yogyakarta,1,1,1,1,5,Intermediate
210,Depok Jawa Barat,Tidak,"Excel, SQL, Power BI",1,1,0,1,0,0,0,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,3,Intermediate
211,Cirebon,Ya,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Switch Career",LinkedIn,Jawa Barat,1,0,0,1,3,Intermediate
212,Karawang ,Ya,"SQL, Python",0,1,1,0,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,2,Beginner
213,Bandung,Ya,"SQL, Python, Power BI, Databases",0,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,4,Intermediate
214,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Di awal ingin Excel terlebih dahulu ",1,1,1,1,1,1,1, Di awal ingin terlebih dahulu,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jakarta,1,1,1,1,7,Advanced
215,Surakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
216,Depok,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
217,Depok,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
218,Bandung ,Ya,Excel,1,0,0,0,0,0,0,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,1,Beginner
219,Tangerang,Ya,"Python, Power BI, Tableau",0,0,1,1,0,0,1,,Upskill,Instagram,Banten,0,1,0,0,3,Intermediate
220,Bekasi,Tidak,semua,0,0,0,0,0,0,0,semua,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,0,Beginner
221,Bekasi,Tidak,"Python, Power BI, Databases",0,0,1,1,0,1,0,,"Cari Kerja, Networking",LinkedIn,Jawa Barat,1,0,1,0,3,Intermediate
222,Karawang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Upskill, Networking",Teman,Jawa Barat,0,1,1,0,6,Advanced
223,Jakarta Selatan,Tidak,"Python, Pipilene automation",0,0,1,0,0,0,0,Pipilene automation,"Upskill, Networking",Teman,Jakarta,0,1,1,0,1,Beginner
224,"Tuban, east java",Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
225,Surabaya ,Ya,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Timur,1,1,0,0,4,Intermediate
226,Gresik,Tidak,Excel,1,0,0,0,0,0,0,,Upskill,LinkedIn,Jawa Timur,0,1,0,0,1,Beginner
227,Jatinangor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,7,Advanced
228,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Jakarta,1,1,1,1,7,Advanced
229,Bandung,Tidak,"Excel, Python, Power BI, Looker Studio, Tableau",1,0,1,1,1,0,1,,"Upskill, Networking, Switch Career",Instagram,Jawa Barat,0,1,1,1,5,Intermediate
230,Bandung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
231,Jakarta,Tidak,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jakarta,1,1,1,1,3,Intermediate
232,Sulawesi Tengah,Ya,"Excel, SQL, Power BI, Databases, Tableau, R Studio",1,1,0,1,0,1,1, R Studio,"Upskill, Networking",LinkedIn,Sulawesi Tengah,0,1,1,0,5,Intermediate
233,Bandung,Tidak,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Barat,1,1,1,1,5,Intermediate
234,Bandung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
235,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
236,Tasikmalaya ,Ya,"SQL, Power BI, Databases",0,1,0,1,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,3,Intermediate
237,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
238,Bandung,Ya,"Python, Power BI, Databases",0,0,1,1,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,3,Intermediate
239,Surabaya ,Tidak,"Python, Power BI, Looker Studio, Tableau",0,0,1,1,1,0,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,4,Intermediate
240,Surabaya ,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,7,Advanced
241,Tangerang,Ya,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Upskill, Networking",LinkedIn,Banten,0,1,1,0,3,Intermediate
242,Semarang,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,4,Intermediate
243,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
244,Semarang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,6,Advanced
245,Gresik,Tidak,"SQL, Power BI, Looker Studio, Databases",0,1,0,1,1,1,0,,"Upskill, Networking",LinkedIn,Jawa Timur,0,1,1,0,4,Intermediate
246,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
247,Yogyakarta,Ya,"Excel, Python, Looker Studio",1,0,1,0,1,0,0,,"Cari Kerja, Upskill",LinkedIn,DI Yogyakarta,1,1,0,0,3,Intermediate
248,"Medan, Sumatera Utara",Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,7,Advanced
249,Medan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,7,Advanced
250,Semarang,Ya,"SQL, Python, Power BI, Tableau",0,1,1,1,0,0,1,,Upskill,LinkedIn,Jawa Tengah,0,1,0,0,4,Intermediate
251,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,Jakarta,1,1,0,0,7,Advanced
252,Padang,Ya,"Excel, Python, Looker Studio, Databases, Tableau",1,0,1,0,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Sumatera Barat,0,1,1,1,5,Intermediate
253,Jawa Timur,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,LinkedIn,Jawa Timur,0,1,0,0,7,Advanced
254,Surakarta,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Tengah,0,0,0,1,6,Advanced
255,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,7,Advanced
256,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau, Google Colab",1,1,1,1,1,0,1, Google Colab,"Cari Kerja, Upskill, Networking",Instagram,Jawa Barat,1,1,1,0,6,Advanced
257,Surabaya,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Timur,1,1,1,0,7,Advanced
258,Sukabumi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,7,Advanced
259,bekasi,Tidak,"SQL, Python, Power BI, Databases, Tableau",0,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Barat,1,1,1,1,5,Intermediate
260,Kota Bekasi,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau, ETL, Big Data, Business Inteligent, Meching Learning ",1,1,1,1,0,1,1," ETL, Big Data, Business Inteligent, Meching Learning","Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,6,Advanced
261,Cirebon,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
262,Bekasi,Ya,"Python, Power BI, Looker Studio, Databases",0,0,1,1,1,1,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,4,Intermediate
263,Bogor,Tidak,"Excel, SQL, Python, Looker Studio",1,1,1,0,1,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,4,Intermediate
264,Bandung Barat,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Barat,0,0,0,1,7,Advanced
265,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,5,Intermediate
266,Yogyakarta ,Ya,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Upskill, Networking",LinkedIn,DI Yogyakarta,0,1,1,0,5,Intermediate
267,BEKASI,Tidak,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Upskill, Networking, Switch Career",Instagram,Jawa Barat,0,1,1,1,4,Intermediate
268,Tangerang,Ya,"Excel, ",1,0,0,0,0,0,0,,"Upskill, Networking",Teman,Banten,0,1,1,0,1,Beginner
269,Padang Panjang ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Barat,1,1,1,0,7,Advanced
270,Pontianak,Tidak,GIS,0,0,0,0,0,0,0,GIS,"Upskill, Networking",LinkedIn,Kalimantan Barat,0,1,1,0,0,Beginner
271,Yogyakarta,Tidak,"Excel, Python",1,0,1,0,0,0,0,,"Upskill, Networking",LinkedIn,DI Yogyakarta,0,1,1,0,2,Beginner
272,Padang,Ya,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Barat,1,1,1,0,6,Advanced
273,Tangerang,Tidak,"Power BI, Databases, Tableau",0,0,0,1,0,1,1,,Switch Career,LinkedIn,Banten,0,0,0,1,3,Intermediate
274,Kendari ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sulawesi Tenggara,1,1,1,1,7,Advanced
275,Makassar,Tidak,"Excel, SQL, Power BI, Looker Studio, Databases, Tableau",1,1,0,1,1,1,1,,"Cari Kerja, Switch Career",LinkedIn,Sulawesi Selatan,1,0,0,1,6,Advanced
276,Jakarta Timur,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Streamlit",1,1,1,1,1,1,1, Streamlit,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
277,Kisaran Sumatera Utara,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sumatera Utara,1,1,1,1,7,Advanced
278,Tangerang Selatan,Tidak,"Excel, SQL, Python, Looker Studio, Databases",1,1,1,0,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,5,Intermediate
279,Purwokerto ,Ya,Excel,1,0,0,0,0,0,0,,Upskill,Teman,Jawa Tengah,0,1,0,0,1,Beginner
280,Tasikmalaya,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,7,Advanced
281,Tangerang,Tidak,"Power BI, Looker Studio",0,0,0,1,1,0,0,,"Cari Kerja, Switch Career",Instagram,Banten,1,0,0,1,2,Beginner
282,Sumedang,Ya,"SQL, Python, Power BI, Looker Studio, Tableau",0,1,1,1,1,0,1,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,5,Intermediate
283,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,7,Advanced
